Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,FDP01,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,0.063314,20.75,153.77,4.3
Regular,FDI50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.071779,8.42,229.04,4.3
Regular,FDB02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029159,9.695,174.54,4.3
Regular,FDH50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.161405,15.0,185.83,4.3
Regular,FDW38,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.076701,5.325,55.83,4.3
Regular,FDQ26,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06786,13.5,60.16,4.3
Regular,FDB03,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.156802,17.75,242.15,4.3
Regular,FDV16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.082915,7.75,34.96,4.3
Regular,FDC29,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024202,8.39,112.62,4.3
Regular,FDG41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.076548,8.84,109.52,4.3
Regular,FDN04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.069804,11.8,179.23,4.3
Regular,FDH17,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01665,16.2,97.47,4.3
Regular,FDZ16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.159826,16.85,195.55,4.3
Regular,FDD21,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.030563,10.3,114.42,4.3
Regular,FDT55,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.043647,13.6,155.79,4.3
Regular,FDO19,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.016594,17.7,46.9,4.3
Regular,FDS32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029648,17.75,142.48,4.3
Regular,FDN39,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.065508,19.35,168.98,4.3
Regular,FDU33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.134684,7.63,47.04,4.3
Regular,FDM57,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.075835,11.65,82.99,4.3
Regular,FDW46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.070288,13.0,64.35,4.3
Regular,FDL09,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.128012,19.6,166.88,4.3
Regular,FDD10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.070866,20.6,178.13,4.3
Regular,DRB13,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.007043,6.115,190.35,4.3
Low Fat,DRN37,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.096279,9.6,167.32,4.3
Regular,FDC10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.072864,9.8,118.61,4.3
Low Fat,DRH59,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.097806,10.8,73.94,4.3
Low Fat,FDN12,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.135751,15.6,111.55,4.3
Low Fat,FDO60,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.057528,20.0,43.11,4.3
Low Fat,FDP11,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.11566,15.85,218.32,4.3
Low Fat,FDT04,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.069804,17.25,37.58,4.3
Low Fat,FDG45,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.214306,8.1,213.99,4.3
Low Fat,FDA32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.050372,14.0,214.72,4.3
Low Fat,FDR43,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.2703,18.2,38.32,4.3
Low Fat,FDB32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.039255,20.6,94.48,4.3
Low Fat,DRG11,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.140328,6.385,109.16,4.3
Low Fat,NCN41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.087388,17.0,125.07,4.3
Low Fat,NCP02,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.075001,7.105,61.06,4.3
Low Fat,NCT30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.134394,9.1,48.07,4.3
Low Fat,NCR42,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.064411,9.105,33.39,4.3
Low Fat,NCE43,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.173141,12.5,168.44,4.3
Low Fat,NCD55,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.040725,14.0,43.45,4.3
Low Fat,FDR46,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.233357,16.85,146.58,4.3
Low Fat,FDH35,Starchy Foods,2011,OUT010,Tier 3,High,Grocery Store,0.100844,18.25,166.35,4.3
Regular,FDB49,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.050467,8.3,97.64,4.3
Regular,FDY12,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.235354,9.8,50.8,4.3
Regular,FDT11,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.049163,5.94,186.46,4.3
Regular,FDR59,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.106894,14.5,260.46,4.3
Regular,FDG38,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.088258,8.975,84.12,4.3
Regular,FDW26,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.179192,11.8,224.28,4.3
Regular,FDK03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.123728,12.6,253.04,4.3
Regular,FDQ40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.060303,11.1,175.87,4.3
Regular,FDR52,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.127283,12.65,191.78,4.3
Regular,FDO08,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.090009,11.1,164.05,4.3
Regular,FDW55,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.036773,12.6,250.31,4.3
Regular,FDC09,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.044024,15.5,102.03,4.3
Regular,FDS32,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.049635,17.75,140.28,4.3
Regular,FDV20,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.100095,20.2,125.27,4.3
Regular,FDS15,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.130657,9.195,106.46,4.3
Regular,FDZ51,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.09131,11.3,96.91,4.3
Regular,FDU58,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.04856,6.61,188.49,4.3
Regular,FDQ45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.070866,9.5,182.36,4.3
Regular,FDU46,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.018623,10.3,87.85,4.3
Low Fat,FDR48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.131395,11.65,151.9,4.3
Low Fat,FDW47,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.046337,15.0,120.04,4.3
Low Fat,FDP37,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.142987,15.6,130.4,4.3
Low Fat,FDG50,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.015259,7.405,91.01,4.3
Low Fat,FDT37,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.035241,14.15,255.5,4.3
Low Fat,FDA13,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.07849,15.85,39.95,4.3
Low Fat,FDP26,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.139437,7.785,103.03,4.3
Low Fat,FDZ15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.020853,13.1,117.48,4.3
Low Fat,FDD03,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.07974,13.3,233.03,4.3
Low Fat,DRF03,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.04527,19.1,38.81,4.3
Low Fat,FDH16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.052512,10.5,90.78,4.3
Low Fat,FDD29,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.018395,12.15,251.67,4.3
Low Fat,FDL40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.011603,17.7,97.74,4.3
Low Fat,FDY31,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.043527,5.98,148.44,4.3
Low Fat,FDO32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.120443,6.36,45.41,4.3
Low Fat,FDG32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.175849,19.85,222.08,4.3
Low Fat,NCP29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.112178,8.42,65.92,4.3
Low Fat,NCS29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.069488,9.0,266.69,4.3
Low Fat,NCB06,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.082264,17.6,160.49,4.3
Low Fat,NCQ53,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.01889,17.6,236.26,4.3
Low Fat,NCW53,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.03047,18.35,191.32,4.3
Low Fat,NCZ30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.026163,6.59,121.51,4.3
Low Fat,NCA29,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.027254,10.5,170.91,4.3
Low Fat,NCN26,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.064963,10.85,119.08,4.3
Low Fat,NCJ18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.163806,12.35,117.61,4.3
Low Fat,NCS18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.042176,12.65,106.49,4.3
Low Fat,NCG06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.029421,16.35,256.96,4.3
Low Fat,NCX30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.026598,16.7,245.88,4.3
Low Fat,NCT06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.038705,17.1,165.08,4.3
Low Fat,NCF18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.088909,18.35,192.85,4.3
Low Fat,NCB18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.041257,19.6,88.85,4.3
Low Fat,NCJ06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.034624,20.1,118.98,4.3
Low Fat,NCA06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.143164,20.5,34.92,4.3
Low Fat,NCE42,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.010593,21.1,234.3,4.3
Low Fat,NCP55,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.011181,14.65,53.86,4.3
Low Fat,FDI57,Seafood,2014,OUT013,Tier 3,High,Supermarket Type1,0.053981,19.85,196.88,4.3
Low Fat,FDZ33,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.107308,10.195,149.81,4.3
Low Fat,FDT45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.070866,15.85,55.2,4.3
Low Fat,FDV46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.012597,18.2,141.22,4.3
Low Fat,FDM10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.075908,18.25,213.42,4.3
Low Fat,DRD37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.01383,9.8,45.31,4.3
Low Fat,DRG01,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.044841,14.8,78.37,4.3
Low Fat,FDF35,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.153861,15.0,108.59,4.3
Regular,FDT12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.04958,6.215,227.41,4.3
Regular,FDZ59,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.103935,6.63,166.85,4.3
Regular,FDY11,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.029536,6.71,67.51,4.3
Regular,FDI48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.055672,11.85,50.57,4.3
Regular,FDY47,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.054439,8.6,128.83,4.3
Regular,FDR59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.06381,14.5,263.26,4.3
Regular,FDY01,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.170142,11.8,116.78,4.3
Regular,FDV04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.14989,7.825,159.03,4.3
Regular,FDR52,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.075981,12.65,192.38,4.3
Regular,FDH17,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.016639,16.2,95.87,4.3
Regular,FDE17,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.05441,20.1,151.34,4.3
Regular,FDA07,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.030919,7.55,123.91,4.3
Regular,FDE20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.005526,11.35,168.28,4.3
Regular,FDK20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.041523,12.6,124.31,4.3
Regular,FDA55,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.056942,17.2,222.51,4.3
Regular,FDW07,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.14257,18.0,88.25,4.3
Regular,FDW32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.094218,18.35,83.99,4.3
Regular,FDC08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.103364,19.0,226.17,4.3
Regular,FDM51,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.025905,11.8,102.47,4.3
Regular,FDR27,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.09602,15.1,133.79,4.3
Regular,FDJ10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.129396,5.095,140.38,4.3
Regular,FDK10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.040325,5.785,180.47,4.3
Regular,FDL57,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.067021,15.1,260.33,4.3
Regular,FDN34,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.070866,15.6,170.61,4.3
Regular,FDC34,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.172615,16.0,154.6,4.3
Regular,DRB13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.007038,6.115,189.25,4.3
Regular,DRZ11,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.112571,8.85,122.04,4.3
Regular,DRL01,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.077108,19.5,232.9,4.3
Low Fat,FDN09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035017,14.15,245.38,4.3
Low Fat,DRD25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.079294,6.135,111.29,4.3
Low Fat,FDH48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074331,13.5,84.55,4.3
Low Fat,FDL36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076385,15.1,88.48,4.3
Low Fat,FDZ48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076269,17.75,113.15,4.3
Low Fat,FDO60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074331,20.0,43.41,4.3
Low Fat,FDK38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053507,6.65,150.07,4.3
Low Fat,DRG27,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076701,8.895,42.01,4.3
Low Fat,DRF27,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028533,8.93,151.43,4.3
Low Fat,FDB15,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.137368,10.895,264.36,4.3
Low Fat,DRE03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024326,19.6,48.57,4.3
Low Fat,FDL16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.169139,12.85,46.41,4.3
Low Fat,FDF05,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02698,17.5,262.59,4.3
Low Fat,FDB21,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.149126,7.475,241.69,4.3
Low Fat,FDD09,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021584,13.5,179.6,4.3
Low Fat,FDG57,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.072593,14.7,48.5,4.3
Low Fat,FDX19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.097128,19.1,234.5,4.3
Low Fat,DRQ35,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042464,9.3,121.94,4.3
Low Fat,NCP29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.112728,8.42,65.82,4.3
Low Fat,NCR53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.058958,12.15,224.44,4.3
Low Fat,NCQ53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.018982,17.6,237.06,4.3
Low Fat,NCT42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024989,5.88,150.34,4.3
Low Fat,NCT30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08062,9.1,47.47,4.3
Low Fat,NCI06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.047912,11.3,179.87,4.3
Low Fat,NCK30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.061227,14.85,253.07,4.3
Low Fat,NCW06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.050546,16.2,191.62,4.3
Low Fat,NCI42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.010408,18.75,209.5,4.3
Low Fat,NCV30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.066201,20.2,61.45,4.3
Low Fat,NCP06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039406,20.7,149.84,4.3
Low Fat,FDN15,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016802,17.5,138.52,4.3
Low Fat,NCN19,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.012149,13.1,191.35,4.3
Low Fat,FDX21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.085312,7.05,107.49,4.3
Low Fat,FDT58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.086305,9.0,168.08,4.3
Low Fat,FDT22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.112554,10.395,59.02,4.3
Low Fat,FDY45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026249,17.5,255.14,4.3
Low Fat,FDU34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.075501,18.25,123.1,4.3
Low Fat,FDN21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077169,18.6,160.62,4.3
Low Fat,FDO58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039738,19.6,163.75,4.3
Low Fat,DRG49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06773,7.81,242.65,4.3
Low Fat,DRE48,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.017396,8.43,196.08,4.3
Low Fat,DRI49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.184255,14.15,82.43,4.3
Low Fat,DRD13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049279,15.0,65.72,4.3
Low Fat,DRI37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.108036,15.85,57.39,4.3
Low Fat,DRG13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037338,17.25,163.75,4.3
Regular,FDX48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038042,17.75,154.27,4.3
Regular,FDX47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034745,6.55,158.83,4.3
Regular,FDL13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.056548,13.85,232.73,4.3
Regular,FDA37,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.055452,7.81,122.6,4.3
Regular,FDP13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.134871,8.1,41.95,4.3
Regular,FDQ25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028392,8.63,173.94,4.3
Regular,FDE14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031573,13.65,99.47,4.3
Regular,FDA01,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0546,15.0,59.49,4.3
Regular,FDW38,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.139245,5.325,53.03,4.3
Regular,FDJ03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07269,12.35,48.77,4.3
Regular,FDK03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074222,12.6,255.94,4.3
Regular,FDC40,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.065329,16.0,78.5,4.3
Regular,FDT26,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06823,18.85,121.04,4.3
Regular,FDM16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.033692,8.155,76.24,4.3
Regular,FDH05,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.091284,14.35,232.7,4.3
Regular,FDO31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029101,6.76,80.7,4.3
Regular,FDN08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073719,7.72,117.75,4.3
Regular,FDC33,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.069219,8.96,196.58,4.3
Regular,FDO08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073719,11.1,165.55,4.3
Regular,FDW19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038657,12.35,110.26,4.3
Regular,FDY20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.082086,12.5,92.25,4.3
Regular,FDV19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035401,14.85,161.96,4.3
Regular,FDF45,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.012254,18.2,59.99,4.3
Regular,FDQ27,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044433,5.19,102.9,4.3
Regular,FDY39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04722,5.305,181.96,4.3
Regular,FDM27,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.159115,12.35,158.19,4.3
Regular,FDU51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.096907,20.2,175.5,4.3
Regular,FDS45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029616,5.175,107.76,4.3
Regular,FDK10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.040523,5.785,177.87,4.3
Regular,FDO46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01427,9.6,187.39,4.3
Regular,FDL57,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06735,15.1,257.33,4.3
Regular,FDS46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04745,17.6,118.18,4.3
Regular,DRC13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.032574,8.26,125.07,4.3
Regular,FDE23,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053398,17.6,46.71,4.3
Low Fat,DRJ01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.115501,6.135,161.12,4.3
Regular,FDA04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.067002,11.3,259.2,4.3
Regular,FDS31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044372,13.1,180.33,4.3
Low Fat,FDX60,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.080204,14.35,78.0,4.3
Low Fat,FDM20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.073719,10.0,245.01,4.3
Low Fat,FDW08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.147663,12.1,106.03,4.3
Low Fat,NCR50,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.011763,20.2,153.53,4.3
Low Fat,FDE24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.09301,14.85,143.08,4.3
Low Fat,FDJ48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.056162,11.3,246.91,4.3
Low Fat,FDO60,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.034203,20.0,43.31,4.3
Low Fat,FDR48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.130867,11.65,150.8,4.3
Low Fat,FDA13,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.078175,15.85,39.95,4.3
Low Fat,FDF50,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.116762,4.905,198.98,4.3
Low Fat,FDN02,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.07347,16.5,205.36,4.3
Low Fat,DRE15,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.017699,13.35,74.2,4.3
Low Fat,DRF27,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02828,8.93,152.23,4.3
Low Fat,FDC17,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.015386,12.15,208.99,4.3
Low Fat,FDH41,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.081614,9.0,214.75,4.3
Low Fat,FDX28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.069804,6.325,100.7,4.3
Low Fat,FDB08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.030953,6.055,160.16,4.3
